Wavenumbercm-1,01:39:10
4001.3872542257,-0.18636037477788
3997.65809555447,-0.186484313514641
3993.92893688324,-0.189277925266828
3990.19977821202,-0.184481355673329
3986.47061954079,-0.180472402958351
3982.74146086956,-0.178651929833135
3979.01230219834,-0.179819447676672
3975.28314352711,-0.179272700136459
3971.55398485589,-0.179549900067586
3967.82482618466,-0.177219445427241
3964.09566751343,-0.170507031547202
3960.36650884221,-0.168015783390806
3956.63735017098,-0.164925872087615
3952.90819149975,-0.163873281407197
3949.17903282853,-0.159412316982099
3945.4498741573,-0.156628343160214
3941.72071548608,-0.15344768551749
3937.99155681485,-0.149714026471296
3934.26239814362,-0.145751058403844
3930.5332394724,-0.148073033624464
3926.80408080117,-0.142580160350778
3923.07492212994,-0.136054217588272
3919.34576345872,-0.129723510799691
3915.61660478749,-0.133854791441074
3911.88744611627,-0.128379271524809
3908.15828744504,-0.111587706755149
3904.42912877381,-0.100435995277035
3900.69997010259,-0.111558402626082
3896.97081143136,-0.119209914893564
3893.24165276013,-0.110435179831355
3889.51249408891,-0.104962599591491
3885.78333541768,-0.100155301124085
3882.05417674646,-0.101057429676537
3878.32501807523,-0.0957149323142302
3874.595859404,-0.0848956142429486
3870.86670073278,-0.0817572220751575
3867.13754206155,-0.0894280412627888
3863.40838339032,-0.0911513851573337
3859.6792247191,-0.0764551488433725
3855.95006604787,-0.0526009765239963
3852.22090737664,-0.0659520852523705
3848.49174870542,-0.082876630228723
3844.76259003419,-0.0711932206787925
3841.03343136297,-0.0502211542196714
3837.30427269174,-0.0448319853082667
3833.57511402051,-0.0540919800575772
3829.84595534929,-0.0583681740657102
3826.11679667806,-0.0503651188556058
3822.38763800683,-0.037937734341677
3818.65847933561,-0.0369922791764761
3814.92932066438,-0.0462413759396683
3811.20016199316,-0.04637752452725
3807.47100332193,-0.0336280262552265
3803.7418446507,-0.0268821206880888
3800.01268597948,-0.0266725747382049
3796.28352730825,-0.0341674647000588
3792.55436863702,-0.034739300056175
3788.8252099658,-0.0317110489195423
3785.09605129457,-0.0244784363556393
3781.36689262335,-0.0209177533526319
3777.63773395212,-0.0181209739168681
3773.90857528089,-0.0157398627494066
3770.17941660967,-0.00979401589655311
3766.45025793844,-0.0101637022341655
3762.72109926721,-0.00831824774129211
3758.99194059599,-0.00650919130295522
3755.26278192476,0.000797289256019945
3751.53362325354,0.0145333228108951
3747.80446458231,0.0258600959823684
3744.07530591108,0.0273280238036239
3740.34614723986,0.0219084398798809
3736.61698856863,0.0281839926796806
3732.8878298974,0.0276901339254499
3729.15867122618,0.023932352983665
3725.42951255495,0.0218878863094401
3721.70035388372,0.0197197655083865
3717.9711952125,0.0132000751914087
3714.24203654127,0.0171444289410239
3710.51287787005,0.019066276800708
3706.78371919882,0.0155486539059691
3703.05456052759,0.0143902581103959
3699.32540185637,0.0165417958769925
3695.59624318514,0.0184740853368629
3691.86708451391,0.0258398304329734
3688.13792584269,0.0255796329099034
3684.40876717146,0.018687744352751
3680.67960850024,0.0211298935589305
3676.95044982901,0.0280444088204651
3673.22129115778,0.0281709321281059
3669.49213248656,0.0245238058737559
3665.76297381533,0.0223997071969052
3662.0338151441,0.0243989658230565
3658.30465647288,0.0258861725966259
3654.57549780165,0.0269433622116506
3650.84633913043,0.0328147167200697
3647.1171804592,0.0316859900886695
3643.38802178797,0.0259267473855963
3639.65886311675,0.0230955466461576
3635.92970444552,0.0250702842099449
3632.20054577429,0.026842487324157
3628.47138710307,0.0278512405825368
3624.74222843184,0.02447453443829
3621.01306976062,0.0260601622227466
3617.28391108939,0.0254111513623506
3613.55475241816,0.0237460580416531
3609.82559374694,0.0239107673575406
3606.09643507571,0.0259379085386647
3602.36727640448,0.0263560574809466
3598.63811773326,0.0267200116008068
3594.90895906203,0.025177542324514
3591.1798003908,0.0272711866596478
3587.45064171958,0.0301972398168317
3583.72148304835,0.0269481136030077
3579.99232437713,0.0234668701961772
3576.2631657059,0.0239785459349817
3572.53400703467,0.025763887191331
3568.80484836345,0.0266982459969161
3565.07568969222,0.0267687450526145
3561.34653102099,0.0254807900905144
3557.61737234977,0.0253908954117376
3553.88821367854,0.0241937185632504
3550.15905500732,0.0254121720520224
3546.42989633609,0.0269100751768965
3542.70073766486,0.0255715566985167
3538.97157899364,0.0232515626158686
3535.24242032241,0.0216987697810519
3531.51326165118,0.0202710229113758
3527.78410297996,0.0220354720908138
3524.05494430873,0.0218457863938827
3520.32578563751,0.0202312202682259
3516.59662696628,0.0204422950605226
3512.86746829505,0.0220004756883528
3509.13830962383,0.022238831393292
3505.4091509526,0.0228287044986938
3501.67999228137,0.0221449976580922
3497.95083361015,0.0210304822116498
3494.22167493892,0.0203430345142685
3490.4925162677,0.0214980723023
3486.76335759647,0.0224969013913566
3483.03419892524,0.0222773702676398
3479.30504025402,0.0204547175221766
3475.57588158279,0.0190729512158617
3471.84672291156,0.022323670528618
3468.11756424034,0.0241883465278758
3464.38840556911,0.0224353206596453
3460.65924689788,0.0199621084310238
3456.93008822666,0.0193174526062707
3453.20092955543,0.0190436559999399
3449.47177088421,0.0195645624962059
3445.74261221298,0.0194992205226326
3442.01345354175,0.0216770933275142
3438.28429487053,0.0251755786630812
3434.5551361993,0.0261440143982369
3430.82597752807,0.0228757071746373
3427.09681885685,0.0190625812962561
3423.36766018562,0.017092778270218
3419.6385015144,0.0169431531279152
3415.90934284317,0.0178406541063223
3412.18018417194,0.0187324088944682
3408.45102550072,0.0179075596848812
3404.72186682949,0.0225450690474464
3400.99270815826,0.0268464601408569
3397.26354948704,0.0255587456292217
3393.53439081581,0.0252280010082466
3389.80523214459,0.02261031980696
3386.07607347336,0.0182528733805536
3382.34691480213,0.0157890886845139
3378.61775613091,0.0150759301665467
3374.88859745968,0.0173460295871962
3371.15943878845,0.0256561629827202
3367.43028011723,0.0283841922422731
3363.701121446,0.0230176630922993
3359.97196277478,0.0166144209036198
3356.24280410355,0.0148858844403975
3352.51364543232,0.0175699829171672
3348.7844867611,0.0178930877876555
3345.05532808987,0.0166570044782066
3341.32616941864,0.0177651850834393
3337.59701074742,0.0168209231685524
3333.86785207619,0.0135437987441164
3330.13869340496,0.0122789104786419
3326.40953473374,0.0137637393540653
3322.68037606251,0.0145410012984518
3318.95121739129,0.0135016643587759
3315.22205872006,0.012614485156208
3311.49290004883,0.015822492218206
3307.76374137761,0.0204823416773104
3304.03458270638,0.0189901057472799
3300.30542403515,0.0153990037473401
3296.57626536393,0.0146389672012486
3292.8471066927,0.0145681092331557
3289.11794802148,0.0131114190953814
3285.38878935025,0.0115041107076685
3281.65963067902,0.00980583883576711
3277.9304720078,0.00911078792837612
3274.20131333657,0.00979491188989179
3270.47215466534,0.00946951130944094
3266.74299599412,0.00726980580542023
3263.01383732289,0.00608834177275773
3259.28467865167,0.00484070172616736
3255.55551998044,0.00432367747876742
3251.82636130921,0.00497944147839429
3248.09720263799,0.00611693621569243
3244.36804396676,0.00735103025671805
3240.63888529553,0.00914496002996391
3236.90972662431,0.00974460895715357
3233.18056795308,0.00968191716039317
3229.45140928185,0.010356199368266
3225.72225061063,0.0113479018919047
3221.9930919394,0.011943109429121
3218.26393326818,0.0119152263303281
3214.53477459695,0.0112713238135462
3210.80561592572,0.0107703825406546
3207.0764572545,0.0100482805190227
3203.34729858327,0.00853803097464748
3199.61813991204,0.00748944454866041
3195.88898124082,0.00722750220762569
3192.15982256959,0.00700842780450943
3188.43066389837,0.00589168606369808
3184.70150522714,0.00514072976246266
3180.97234655591,0.00461982992891162
3177.24318788469,0.00344173890860127
3173.51402921346,0.00199330150601899
3169.78487054223,0.00116446170369266
3166.05571187101,0.000530283335003336
3162.32655319978,0.00102237614512893
3158.59739452856,0.00163241537549728
3154.86823585733,0.00115948045748174
3151.1390771861,0.000103635591986757
3147.40991851488,-5.64555248552251E-05
3143.68075984365,-0.000238180945573591
3139.95160117242,-0.00103790780245462
3136.2224425012,-0.00153206418592791
3132.49328382997,-0.00134265973087656
3128.76412515875,-0.000827466463012758
3125.03496648752,-9.32001546565316E-05
3121.30580781629,-0.000398292648018212
3117.57664914507,-0.00204170865059806
3113.84749047384,-0.00340165712593484
3110.11833180261,-0.00437240058085644
3106.38917313139,-0.004984619235012
3102.66001446016,-0.00552935093022787
3098.93085578893,-0.00591118221338947
3095.20169711771,-0.00599660943394312
3091.47253844648,-0.0060548212028867
3087.74337977526,-0.00607573413745424
3084.01422110403,-0.00579513782002039
3080.2850624328,-0.00594350877414288
3076.55590376158,-0.00623420031511569
3072.82674509035,-0.00591142146643209
3069.09758641912,-0.00491758353846431
3065.3684277479,-0.00404554996377434
3061.63926907667,-0.0030594777075062
3057.91011040545,-0.00185462326446921
3054.18095173422,-0.000457022272528648
3050.45179306299,0.000940963572238184
3046.72263439177,0.00293565824661912
3042.99347572054,0.00576505414058708
3039.26431704931,0.00873343829866319
3035.53515837809,0.0122729074939051
3031.80599970686,0.016247233191571
3028.07684103564,0.0206917447387066
3024.34768236441,0.0260038526883629
3020.61852369318,0.0327929517931729
3016.88936502196,0.0431013015427571
3013.16020635073,0.0576041521598477
3009.4310476795,0.0731078893368674
3005.70188900828,0.0901877304306242
3001.97273033705,0.113727832099459
2998.24357166583,0.148330815383555
2994.5144129946,0.197020529930772
2990.78525432337,0.256254485212187
2987.05609565215,0.318741960922263
2983.32693698092,0.387033340691981
2979.59777830969,0.453442839864886
2975.86861963847,0.490370002131675
2972.13946096724,0.488680981980548
2968.41030229601,0.466735523652212
2964.68114362479,0.447173228670868
2960.95198495356,0.431121493353211
2957.22282628234,0.420390105603098
2953.49366761111,0.416914950118766
2949.76450893988,0.422324017180251
2946.03535026866,0.437708435436466
2942.30619159743,0.447812612114035
2938.5770329262,0.438453512292061
2934.84787425498,0.419237609455827
2931.11871558375,0.397284910484071
2927.38955691253,0.370274335411763
2923.6603982413,0.341547742092579
2919.93123957007,0.322198303909062
2916.20208089885,0.315425094742549
2912.47292222762,0.312339018252849
2908.74376355639,0.3045417678167
2905.01460488517,0.297147036853521
2901.28544621394,0.297155840107507
2897.55628754272,0.307551095967178
2893.82712887149,0.326805457275177
2890.09797020026,0.351192490002861
2886.36881152904,0.380401684356661
2882.63965285781,0.411305272684149
2878.91049418658,0.441330790695399
2875.18133551536,0.474505787697946
