Wavenumbercm-1,02:15:10
4001.3872542257,-0.187863597093287
3997.65809555447,-0.188443750707164
3993.92893688324,-0.190384764509342
3990.19977821202,-0.186205574018857
3986.47061954079,-0.182840822460104
3982.74146086956,-0.179303330935745
3979.01230219834,-0.1793527234071
3975.28314352711,-0.178212205847195
3971.55398485589,-0.178244527494568
3967.82482618466,-0.177245868218543
3964.09566751343,-0.17182906778515
3960.36650884221,-0.169794554640716
3956.63735017098,-0.167053124081936
3952.90819149975,-0.166055061636354
3949.17903282853,-0.163694199010766
3945.4498741573,-0.164248957339695
3941.72071548608,-0.159389532983408
3937.99155681485,-0.152802479430464
3934.26239814362,-0.148648512473471
3930.5332394724,-0.151450357736985
3926.80408080117,-0.146240578894612
3923.07492212994,-0.139871774285203
3919.34576345872,-0.134170311282405
3915.61660478749,-0.136062448553789
3911.88744611627,-0.130020401570388
3908.15828744504,-0.115039570628078
3904.42912877381,-0.104913131861968
3900.69997010259,-0.114300599663719
3896.97081143136,-0.118834284047944
3893.24165276013,-0.110056594418599
3889.51249408891,-0.105295445458311
3885.78333541768,-0.101282883277705
3882.05417674646,-0.104208107097924
3878.32501807523,-0.100444566371717
3874.595859404,-0.0890041495254648
3870.86670073278,-0.0851259296372117
3867.13754206155,-0.0931204498138159
3863.40838339032,-0.0961325590581226
3859.6792247191,-0.0816926389714716
3855.95006604787,-0.0572285655624185
3852.22090737664,-0.0683861938994838
3848.49174870542,-0.0834239995898806
3844.76259003419,-0.072052446237185
3841.03343136297,-0.0528134128435983
3837.30427269174,-0.0494517020891683
3833.57511402051,-0.0600802001865233
3829.84595534929,-0.0644214111974094
3826.11679667806,-0.0556309641889052
3822.38763800683,-0.042645761575538
3818.65847933561,-0.0407982888560288
3814.92932066438,-0.0492780069942561
3811.20016199316,-0.0485173323765656
3807.47100332193,-0.0366446656743764
3803.7418446507,-0.0307302460508256
3800.01268597948,-0.029558928454361
3796.28352730825,-0.0356176344812468
3792.55436863702,-0.0357341261190504
3788.8252099658,-0.0342045292387504
3785.09605129457,-0.0287247995141156
3781.36689262335,-0.0246577775525416
3777.63773395212,-0.0221232982155367
3773.90857528089,-0.0206036628635755
3770.17941660967,-0.0142261784302009
3766.45025793844,-0.0148690421709572
3762.72109926721,-0.0130186789488675
3758.99194059599,-0.00972987634206643
3755.26278192476,-0.00126053431834194
3751.53362325354,0.0115533453943122
3747.80446458231,0.0217123352375085
3744.07530591108,0.023277874447078
3740.34614723986,0.0174285235305199
3736.61698856863,0.0219704658655711
3732.8878298974,0.0224486548650372
3729.15867122618,0.0202353499715064
3725.42951255495,0.0164758716895148
3721.70035388372,0.0131049562550646
3717.9711952125,0.00736590556299769
3714.24203654127,0.0105292852493675
3710.51287787005,0.0107302622052334
3706.78371919882,0.00825750302455982
3703.05456052759,0.00787741680250525
3699.32540185637,0.00919241618811781
3695.59624318514,0.0113418535074989
3691.86708451391,0.0199157489426426
3688.13792584269,0.0211265757100071
3684.40876717146,0.0138623025007013
3680.67960850024,0.0147367363604082
3676.95044982901,0.021061732326392
3673.22129115778,0.0209808731961952
3669.49213248656,0.0185924212870498
3665.76297381533,0.0178990662638008
3662.0338151441,0.0203000789455024
3658.30465647288,0.0212510451158163
3654.57549780165,0.021327989241256
3650.84633913043,0.0268052788605283
3647.1171804592,0.0256653358241265
3643.38802178797,0.0209117840658121
3639.65886311675,0.0187181808197483
3635.92970444552,0.0198519610168049
3632.20054577429,0.0218089963994854
3628.47138710307,0.0236079014890058
3624.74222843184,0.0194173441554109
3621.01306976062,0.0194234103059399
3617.28391108939,0.0181637301421238
3613.55475241816,0.0179864239369011
3609.82559374694,0.0197780502855768
3606.09643507571,0.0211866633999899
3602.36727640448,0.0210991770608491
3598.63811773326,0.0227669212406483
3594.90895906203,0.0223960585351352
3591.1798003908,0.0239980745490053
3587.45064171958,0.0259667671840707
3583.72148304835,0.023400945846669
3579.99232437713,0.0202309372654188
3576.2631657059,0.020273890080548
3572.53400703467,0.02212237437525
3568.80484836345,0.0236801413219958
3565.07568969222,0.0244055745373958
3561.34653102099,0.0223660160395308
3557.61737234977,0.021896653674462
3553.88821367854,0.0215802923072063
3550.15905500732,0.0236443453473502
3546.42989633609,0.0256584083040054
3542.70073766486,0.0243275796547789
3538.97157899364,0.0212298540812248
3535.24242032241,0.0190734157814852
3531.51326165118,0.0176909370115204
3527.78410297996,0.0193106621321471
3524.05494430873,0.019297907136608
3520.32578563751,0.0187408245434703
3516.59662696628,0.0188643639282324
3512.86746829505,0.0186575396251595
3509.13830962383,0.0181319153255059
3505.4091509526,0.0193143122367354
3501.67999228137,0.0190945010428455
3497.95083361015,0.0179670757934875
3494.22167493892,0.0169844155201936
