Wavenumber,Intensity,Timestamp,SourceFile
1625.91318065455,-0.0174501327782852,00:03:51,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_03_51.csv
1625.91318065455,-0.0235642738100101,00:07:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_07_10.csv
1625.91318065455,-0.0231252256830085,00:09:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_09_10.csv
1625.91318065455,-0.0223422564609926,00:11:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_11_10.csv
1625.91318065455,-0.0213658491870177,00:13:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_13_10.csv
1625.91318065455,-0.0207612700168503,00:15:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_15_10.csv
1625.91318065455,-0.0202407786715306,00:17:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_17_10.csv
1625.91318065455,-0.0192844376423307,00:19:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_19_10.csv
1625.91318065455,-0.0183500523380945,00:21:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_21_10.csv
1625.91318065455,-0.0172311555308515,00:23:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_23_10.csv
1625.91318065455,-0.0160433664896453,00:25:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_25_10.csv
1625.91318065455,-0.0153930127030872,00:27:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_27_10.csv
1625.91318065455,-0.0150114127279681,00:29:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_29_10.csv
1625.91318065455,-0.0147535955053417,00:31:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_31_10.csv
1625.91318065455,-0.0133865235755361,00:33:10,C:\Users\nb154b\Downloads\ReactIR-Data-Processing\CSV\SPC_ 00_33_10.csv
